NAME,GEO_ID,S0101_C01_001E,S1810_C01_001E,S1810_C02_001E,S1810_C03_001E,state,county,tract
"Census Tract 4808.01, Fairfax County, Virginia",51059480801,6290,6290,487,7.7,51,59,480801
"Census Tract 4808.02, Fairfax County, Virginia",51059480802,3926,3926,308,7.8,51,59,480802
"Census Tract 4809.01, Fairfax County, Virginia",51059480901,6303,6273,466,7.4,51,59,480901
"Census Tract 4809.02, Fairfax County, Virginia",51059480902,3933,3933,320,8.1,51,59,480902
"Census Tract 4809.03, Fairfax County, Virginia",51059480903,4122,4122,322,7.8,51,59,480903
"Census Tract 4810, Fairfax County, Virginia",51059481000,6503,6391,245,3.8,51,59,481000
"Census Tract 4811.01, Fairfax County, Virginia",51059481101,2529,2512,46,1.8,51,59,481101
"Census Tract 4811.02, Fairfax County, Virginia",51059481102,4024,3991,106,2.7,51,59,481102
"Census Tract 4811.03, Fairfax County, Virginia",51059481103,3211,3211,221,6.9,51,59,481103
"Census Tract 4811.04, Fairfax County, Virginia",51059481104,3008,3008,128,4.3,51,59,481104
"Census Tract 4811.05, Fairfax County, Virginia",51059481105,4919,4887,231,4.7,51,59,481105
"Census Tract 4811.06, Fairfax County, Virginia",51059481106,5943,5943,407,6.8,51,59,481106
"Census Tract 4812.01, Fairfax County, Virginia",51059481201,1400,1400,71,5.1,51,59,481201
"Census Tract 4812.02, Fairfax County, Virginia",51059481202,6307,6302,407,6.5,51,59,481202
"Census Tract 4814, Fairfax County, Virginia",51059481400,6885,6869,731,10.6,51,59,481400
"Census Tract 4815, Fairfax County, Virginia",51059481500,2285,2285,142,6.2,51,59,481500
"Census Tract 4816, Fairfax County, Virginia",51059481600,3619,3619,173,4.8,51,59,481600
"Census Tract 4817.01, Fairfax County, Virginia",51059481701,6199,6193,580,9.4,51,59,481701
"Census Tract 4817.02, Fairfax County, Virginia",51059481702,4728,4700,120,2.6,51,59,481702
"Census Tract 4819, Fairfax County, Virginia",51059481900,6278,6278,529,8.4,51,59,481900
"Census Tract 4820.01, Fairfax County, Virginia",51059482001,4562,4562,274,6.0,51,59,482001
"Census Tract 4820.02, Fairfax County, Virginia",51059482002,3505,3496,221,6.3,51,59,482002
"Census Tract 4821, Fairfax County, Virginia",51059482100,3368,3368,224,6.7,51,59,482100
"Census Tract 4822.01, Fairfax County, Virginia",51059482201,2552,2552,186,7.3,51,59,482201
"Census Tract 4822.03, Fairfax County, Virginia",51059482203,4606,4553,489,10.7,51,59,482203
"Census Tract 4822.04, Fairfax County, Virginia",51059482204,2079,2079,157,7.6,51,59,482204
"Census Tract 4822.05, Fairfax County, Virginia",51059482205,2566,2566,374,14.6,51,59,482205
"Census Tract 4822.06, Fairfax County, Virginia",51059482206,979,979,204,20.8,51,59,482206
"Census Tract 4823.01, Fairfax County, Virginia",51059482301,5138,5111,181,3.5,51,59,482301
"Census Tract 4823.02, Fairfax County, Virginia",51059482302,4659,4659,317,6.8,51,59,482302
"Census Tract 4823.03, Fairfax County, Virginia",51059482303,3232,3223,256,7.9,51,59,482303
"Census Tract 4824, Fairfax County, Virginia",51059482400,2198,2195,122,5.6,51,59,482400
"Census Tract 4825.02, Fairfax County, Virginia",51059482502,2678,2678,160,6.0,51,59,482502
"Census Tract 4825.03, Fairfax County, Virginia",51059482503,4887,4862,275,5.7,51,59,482503
"Census Tract 4825.04, Fairfax County, Virginia",51059482504,5064,5055,254,5.0,51,59,482504
"Census Tract 4825.05, Fairfax County, Virginia",51059482505,3019,2941,209,7.1,51,59,482505
"Census Tract 4825.06, Fairfax County, Virginia",51059482506,4036,4036,370,9.2,51,59,482506
"Census Tract 4825.07, Fairfax County, Virginia",51059482507,4172,4121,104,2.5,51,59,482507
"Census Tract 4826.01, Fairfax County, Virginia",51059482601,7177,7145,355,5.0,51,59,482601
"Census Tract 4826.03, Fairfax County, Virginia",51059482603,2975,2975,191,6.4,51,59,482603
"Census Tract 4826.04, Fairfax County, Virginia",51059482604,3980,3980,120,3.0,51,59,482604
"Census Tract 4901.01, Fairfax County, Virginia",51059490101,5794,5725,853,14.9,51,59,490101
"Census Tract 4901.04, Fairfax County, Virginia",51059490104,3620,3603,245,6.8,51,59,490104
"Census Tract 4901.05, Fairfax County, Virginia",51059490105,2549,2549,185,7.3,51,59,490105
"Census Tract 4905.01, Fairfax County, Virginia",51059490501,3240,3240,249,7.7,51,59,490501
"Census Tract 4905.02, Fairfax County, Virginia",51059490502,6695,6539,926,14.2,51,59,490502
"Census Tract 4910, Fairfax County, Virginia",51059491000,2030,2024,219,10.8,51,59,491000
"Census Tract 4911.01, Fairfax County, Virginia",51059491101,4457,4457,221,5.0,51,59,491101
"Census Tract 4911.02, Fairfax County, Virginia",51059491102,3361,3354,213,6.4,51,59,491102
"Census Tract 4911.03, Fairfax County, Virginia",51059491103,6286,6271,251,4.0,51,59,491103
"Census Tract 4912.01, Fairfax County, Virginia",51059491201,6729,6695,381,5.7,51,59,491201
"Census Tract 4912.02, Fairfax County, Virginia",51059491202,1714,1688,57,3.4,51,59,491202
"Census Tract 4913.01, Fairfax County, Virginia",51059491301,6521,6486,291,4.5,51,59,491301
"Census Tract 4913.02, Fairfax County, Virginia",51059491302,3497,3458,134,3.9,51,59,491302
"Census Tract 4913.03, Fairfax County, Virginia",51059491303,4279,4279,224,5.2,51,59,491303
"Census Tract 4914.01, Fairfax County, Virginia",51059491401,4574,4574,244,5.3,51,59,491401
"Census Tract 4914.02, Fairfax County, Virginia",51059491402,4049,4049,191,4.7,51,59,491402
"Census Tract 4914.03, Fairfax County, Virginia",51059491403,4217,4172,139,3.3,51,59,491403
"Census Tract 4914.04, Fairfax County, Virginia",51059491404,3663,3663,222,6.1,51,59,491404
"Census Tract 4914.05, Fairfax County, Virginia",51059491405,2475,2456,122,5.0,51,59,491405
"Census Tract 4915.01, Fairfax County, Virginia",51059491501,7386,7367,246,3.3,51,59,491501
"Census Tract 4915.02, Fairfax County, Virginia",51059491502,7064,7064,323,4.6,51,59,491502
"Census Tract 4916.01, Fairfax County, Virginia",51059491601,5016,5006,300,6.0,51,59,491601
"Census Tract 4916.02, Fairfax County, Virginia",51059491602,5561,5542,371,6.7,51,59,491602
"Census Tract 4917.01, Fairfax County, Virginia",51059491701,3936,3936,138,3.5,51,59,491701
"Census Tract 4917.03, Fairfax County, Virginia",51059491703,5902,5843,368,6.3,51,59,491703
"Census Tract 4917.04, Fairfax County, Virginia",51059491704,5622,5605,119,2.1,51,59,491704
"Census Tract 4917.05, Fairfax County, Virginia",51059491705,3267,3213,124,3.9,51,59,491705
"Census Tract 4917.06, Fairfax County, Virginia",51059491706,2354,2338,147,6.3,51,59,491706
"Census Tract 4917.07, Fairfax County, Virginia",51059491707,4759,4573,276,6.0,51,59,491707
"Census Tract 4918.01, Fairfax County, Virginia",51059491801,2491,2484,372,15.0,51,59,491801
"Census Tract 4918.02, Fairfax County, Virginia",51059491802,3051,3035,189,6.2,51,59,491802
"Census Tract 4918.03, Fairfax County, Virginia",51059491803,6619,6591,404,6.1,51,59,491803
"Census Tract 4920, Fairfax County, Virginia",51059492000,6604,6526,397,6.1,51,59,492000
"Census Tract 4921, Fairfax County, Virginia",51059492100,6302,6247,341,5.5,51,59,492100
"Census Tract 4922.01, Fairfax County, Virginia",51059492201,3018,2976,261,8.8,51,59,492201
"Census Tract 4922.02, Fairfax County, Virginia",51059492202,6746,6637,399,6.0,51,59,492202
"Census Tract 4922.03, Fairfax County, Virginia",51059492203,3545,3506,244,7.0,51,59,492203
"Census Tract 4923, Fairfax County, Virginia",51059492300,3323,3252,160,4.9,51,59,492300
"Census Tract 4924, Fairfax County, Virginia",51059492400,4858,4790,280,5.8,51,59,492400
"Census Tract 4925, Fairfax County, Virginia",51059492500,3876,3876,395,10.2,51,59,492500
"Census Tract 9801, Fairfax County, Virginia",51059980100,5,5,0,0.0,51,59,980100
"Census Tract 9802, Fairfax County, Virginia",51059980200,0,0,0,-666666666.0,51,59,980200
"Census Tract 9803, Fairfax County, Virginia",51059980300,0,0,0,-666666666.0,51,59,980300
"Census Tract 9301.01, Fauquier County, Virginia",51061930101,4143,4143,276,6.7,51,61,930101
"Census Tract 9301.02, Fauquier County, Virginia",51061930102,2484,2484,384,15.5,51,61,930102
"Census Tract 9302.03, Fauquier County, Virginia",51061930203,2662,2662,343,12.9,51,61,930203
"Census Tract 9302.04, Fauquier County, Virginia",51061930204,3786,3786,516,13.6,51,61,930204
"Census Tract 9302.05, Fauquier County, Virginia",51061930205,1681,1681,162,9.6,51,61,930205
"Census Tract 9302.06, Fauquier County, Virginia",51061930206,2513,2513,250,9.9,51,61,930206
"Census Tract 9302.07, Fauquier County, Virginia",51061930207,2090,2090,133,6.4,51,61,930207
"Census Tract 9303.03, Fauquier County, Virginia",51061930303,3701,3606,449,12.5,51,61,930303
"Census Tract 9303.04, Fauquier County, Virginia",51061930304,2387,2387,414,17.3,51,61,930304
"Census Tract 9303.05, Fauquier County, Virginia",51061930305,5345,5171,523,10.1,51,61,930305
"Census Tract 9303.06, Fauquier County, Virginia",51061930306,2777,2777,315,11.3,51,61,930306
"Census Tract 9304.01, Fauquier County, Virginia",51061930401,6347,6347,323,5.1,51,61,930401
"Census Tract 9304.02, Fauquier County, Virginia",51061930402,7189,7171,586,8.2,51,61,930402
"Census Tract 9304.04, Fauquier County, Virginia",51061930404,2432,2432,268,11.0,51,61,930404
"Census Tract 9304.05, Fauquier County, Virginia",51061930405,4941,4919,554,11.3,51,61,930405
"Census Tract 9307.03, Fauquier County, Virginia",51061930703,2480,2480,324,13.1,51,61,930703
"Census Tract 9307.04, Fauquier County, Virginia",51061930704,3451,3441,375,10.9,51,61,930704
"Census Tract 9307.05, Fauquier County, Virginia",51061930705,3604,3604,278,7.7,51,61,930705
"Census Tract 9307.06, Fauquier County, Virginia",51061930706,5882,5877,442,7.5,51,61,930706
"Census Tract 9307.07, Fauquier County, Virginia",51061930707,2521,2517,281,11.2,51,61,930707
"Census Tract 9201.02, Floyd County, Virginia",51063920102,3969,3879,587,15.1,51,63,920102
"Census Tract 9201.03, Floyd County, Virginia",51063920103,4166,4166,318,7.6,51,63,920103
"Census Tract 9201.04, Floyd County, Virginia",51063920104,2590,2590,337,13.0,51,63,920104
"Census Tract 9202.01, Floyd County, Virginia",51063920201,3226,3214,349,10.9,51,63,920201
"Census Tract 9202.02, Floyd County, Virginia",51063920202,1585,1585,251,15.8,51,63,920202
"Census Tract 201.01, Fluvanna County, Virginia",51065020101,6381,5192,575,11.1,51,65,20101
"Census Tract 201.03, Fluvanna County, Virginia",51065020103,3425,3425,621,18.1,51,65,20103
"Census Tract 201.04, Fluvanna County, Virginia",51065020104,6269,6245,643,10.3,51,65,20104
"Census Tract 202, Fluvanna County, Virginia",51065020200,5462,5400,817,15.1,51,65,20200
"Census Tract 203, Fluvanna County, Virginia",51065020300,5541,5541,602,10.9,51,65,20300
"Census Tract 201.02, Franklin County, Virginia",51067020102,3442,3442,423,12.3,51,67,20102
"Census Tract 201.03, Franklin County, Virginia",51067020103,2334,2334,357,15.3,51,67,20103
"Census Tract 201.04, Franklin County, Virginia",51067020104,2479,2479,226,9.1,51,67,20104
"Census Tract 202, Franklin County, Virginia",51067020200,5004,5004,676,13.5,51,67,20200
"Census Tract 203.01, Franklin County, Virginia",51067020301,2401,2392,504,21.1,51,67,20301
"Census Tract 203.02, Franklin County, Virginia",51067020302,3321,3321,330,9.9,51,67,20302
"Census Tract 204, Franklin County, Virginia",51067020400,6221,6198,1253,20.2,51,67,20400
"Census Tract 205.01, Franklin County, Virginia",51067020501,3951,3951,311,7.9,51,67,20501
"Census Tract 205.02, Franklin County, Virginia",51067020502,3565,3565,502,14.1,51,67,20502
"Census Tract 206, Franklin County, Virginia",51067020600,3633,3633,533,14.7,51,67,20600
"Census Tract 207.01, Franklin County, Virginia",51067020701,2681,2681,352,13.1,51,67,20701
"Census Tract 207.02, Franklin County, Virginia",51067020702,2620,2620,659,25.2,51,67,20702
"Census Tract 208.01, Franklin County, Virginia",51067020801,3860,3571,504,14.1,51,67,20801
"Census Tract 208.02, Franklin County, Virginia",51067020802,2909,2909,440,15.1,51,67,20802
"Census Tract 209.01, Franklin County, Virginia",51067020901,3437,3437,566,16.5,51,67,20901
"Census Tract 209.02, Franklin County, Virginia",51067020902,2971,2971,430,14.5,51,67,20902
"Census Tract 501, Frederick County, Virginia",51069050100,6899,6870,709,10.3,51,69,50100
"Census Tract 502, Frederick County, Virginia",51069050200,3994,3966,584,14.7,51,69,50200
"Census Tract 503, Frederick County, Virginia",51069050300,6212,6066,743,12.2,51,69,50300
"Census Tract 504.01, Frederick County, Virginia",51069050401,4521,4482,512,11.4,51,69,50401
"Census Tract 504.02, Frederick County, Virginia",51069050402,2658,2658,324,12.2,51,69,50402
"Census Tract 505, Frederick County, Virginia",51069050500,5210,5122,970,18.9,51,69,50500
"Census Tract 506, Frederick County, Virginia",51069050600,4975,4954,384,7.8,51,69,50600
"Census Tract 507, Frederick County, Virginia",51069050700,3064,3064,459,15.0,51,69,50700
"Census Tract 508.01, Frederick County, Virginia",51069050801,5888,5882,662,11.3,51,69,50801
"Census Tract 508.04, Frederick County, Virginia",51069050804,5265,5265,501,9.5,51,69,50804
"Census Tract 508.05, Frederick County, Virginia",51069050805,2755,2755,113,4.1,51,69,50805
"Census Tract 508.06, Frederick County, Virginia",51069050806,4021,4000,165,4.1,51,69,50806
"Census Tract 508.07, Frederick County, Virginia",51069050807,3439,3439,414,12.0,51,69,50807
"Census Tract 509, Frederick County, Virginia",51069050900,4988,4988,651,13.1,51,69,50900
"Census Tract 510.01, Frederick County, Virginia",51069051001,4120,4120,290,7.0,51,69,51001
"Census Tract 510.02, Frederick County, Virginia",51069051002,6255,6242,819,13.1,51,69,51002
"Census Tract 511.02, Frederick County, Virginia",51069051102,7903,6690,1134,17.0,51,69,51102
"Census Tract 511.03, Frederick County, Virginia",51069051103,4558,4548,636,14.0,51,69,51103
"Census Tract 511.04, Frederick County, Virginia",51069051104,3562,3554,333,9.4,51,69,51104
"Census Tract 9301, Giles County, Virginia",51071930100,2191,2191,220,10.0,51,71,930100
"Census Tract 9302, Giles County, Virginia",51071930200,3485,3485,453,13.0,51,71,930200
"Census Tract 9303, Giles County, Virginia",51071930300,5634,5538,638,11.5,51,71,930300
"Census Tract 9304, Giles County, Virginia",51071930400,5454,5445,880,16.2,51,71,930400
"Census Tract 1001.01, Gloucester County, Virginia",51073100101,2875,2838,481,16.9,51,73,100101
"Census Tract 1001.02, Gloucester County, Virginia",51073100102,4329,4296,677,15.8,51,73,100102
"Census Tract 1002.01, Gloucester County, Virginia",51073100201,5384,5371,1115,20.8,51,73,100201
"Census Tract 1002.02, Gloucester County, Virginia",51073100202,4929,4909,992,20.2,51,73,100202
"Census Tract 1002.03, Gloucester County, Virginia",51073100203,3660,3445,628,18.2,51,73,100203
"Census Tract 1003.01, Gloucester County, Virginia",51073100301,5596,5566,1067,19.2,51,73,100301
"Census Tract 1003.02, Gloucester County, Virginia",51073100302,6087,5850,947,16.2,51,73,100302
"Census Tract 1004, Gloucester County, Virginia",51073100400,1441,1441,190,13.2,51,73,100400
"Census Tract 1005, Gloucester County, Virginia",51073100500,4285,4259,549,12.9,51,73,100500
"Census Tract 4001.01, Goochland County, Virginia",51075400101,5003,4952,678,13.7,51,75,400101
"Census Tract 4001.02, Goochland County, Virginia",51075400102,3989,3989,512,12.8,51,75,400102
"Census Tract 4002, Goochland County, Virginia",51075400200,4925,4925,450,9.1,51,75,400200
"Census Tract 4003, Goochland County, Virginia",51075400300,950,69,20,29.0,51,75,400300
"Census Tract 4004, Goochland County, Virginia",51075400400,5287,5236,674,12.9,51,75,400400
"Census Tract 4005, Goochland County, Virginia",51075400500,4146,4122,528,12.8,51,75,400500
"Census Tract 601.01, Grayson County, Virginia",51077060101,2670,2670,514,19.3,51,77,60101
"Census Tract 601.02, Grayson County, Virginia",51077060102,4532,4532,892,19.7,51,77,60102
"Census Tract 602.01, Grayson County, Virginia",51077060201,3732,2956,567,19.2,51,77,60201
"Census Tract 602.02, Grayson County, Virginia",51077060202,2778,2682,542,20.2,51,77,60202
"Census Tract 603, Grayson County, Virginia",51077060300,1706,1706,329,19.3,51,77,60300
"Census Tract 301.01, Greene County, Virginia",51079030101,3650,3562,674,18.9,51,79,30101
"Census Tract 301.02, Greene County, Virginia",51079030102,5064,5048,816,16.2,51,79,30102
"Census Tract 302.01, Greene County, Virginia",51079030201,7494,7471,888,11.9,51,79,30201
"Census Tract 302.02, Greene County, Virginia",51079030202,4166,4166,413,9.9,51,79,30202
"Census Tract 8801.01, Greensville County, Virginia",51081880101,3900,3735,753,20.2,51,81,880101
"Census Tract 8801.02, Greensville County, Virginia",51081880102,2907,0,0,-666666666.0,51,81,880102
"Census Tract 8802, Greensville County, Virginia",51081880200,4658,4658,681,14.6,51,81,880200
"Census Tract 9301, Halifax County, Virginia",51083930100,3125,3125,705,22.6,51,83,930100
"Census Tract 9302.02, Halifax County, Virginia",51083930202,2451,2451,735,30.0,51,83,930202
"Census Tract 9302.03, Halifax County, Virginia",51083930203,2526,2481,651,26.2,51,83,930203
"Census Tract 9302.04, Halifax County, Virginia",51083930204,1379,1379,325,23.6,51,83,930204
"Census Tract 9303.01, Halifax County, Virginia",51083930301,2295,2295,390,17.0,51,83,930301
"Census Tract 9303.02, Halifax County, Virginia",51083930302,4601,4601,858,18.6,51,83,930302
"Census Tract 9304, Halifax County, Virginia",51083930400,3745,3744,928,24.8,51,83,930400
"Census Tract 9305, Halifax County, Virginia",51083930500,4060,4051,560,13.8,51,83,930500
"Census Tract 9306.01, Halifax County, Virginia",51083930601,2697,2519,662,26.3,51,83,930601
"Census Tract 9306.02, Halifax County, Virginia",51083930602,2701,2158,466,21.6,51,83,930602
"Census Tract 9308, Halifax County, Virginia",51083930800,4648,4648,721,15.5,51,83,930800
"Census Tract 3201, Hanover County, Virginia",51085320100,5568,5543,683,12.3,51,85,320100
"Census Tract 3202, Hanover County, Virginia",51085320200,6377,6377,634,9.9,51,85,320200
"Census Tract 3203, Hanover County, Virginia",51085320300,4407,4407,433,9.8,51,85,320300
"Census Tract 3204, Hanover County, Virginia",51085320400,5265,5265,520,9.9,51,85,320400
"Census Tract 3205, Hanover County, Virginia",51085320500,3133,3111,538,17.3,51,85,320500
"Census Tract 3206.01, Hanover County, Virginia",51085320601,4951,4855,547,11.3,51,85,320601
"Census Tract 3206.02, Hanover County, Virginia",51085320602,3101,3077,384,12.5,51,85,320602
"Census Tract 3207.01, Hanover County, Virginia",51085320701,4722,4702,313,6.7,51,85,320701
"Census Tract 3207.02, Hanover County, Virginia",51085320702,3356,3193,320,10.0,51,85,320702
"Census Tract 3208.01, Hanover County, Virginia",51085320801,2794,2794,216,7.7,51,85,320801
"Census Tract 3208.03, Hanover County, Virginia",51085320803,6982,6963,278,4.0,51,85,320803
"Census Tract 3208.04, Hanover County, Virginia",51085320804,5448,5448,386,7.1,51,85,320804
"Census Tract 3208.05, Hanover County, Virginia",51085320805,3282,3282,479,14.6,51,85,320805
"Census Tract 3209.01, Hanover County, Virginia",51085320901,6096,6084,790,13.0,51,85,320901
"Census Tract 3209.02, Hanover County, Virginia",51085320902,2707,2707,343,12.7,51,85,320902
"Census Tract 3210.01, Hanover County, Virginia",51085321001,3429,3311,727,22.0,51,85,321001
"Census Tract 3210.03, Hanover County, Virginia",51085321003,2805,2796,362,12.9,51,85,321003
"Census Tract 3210.04, Hanover County, Virginia",51085321004,4717,4717,427,9.1,51,85,321004
"Census Tract 3211, Hanover County, Virginia",51085321100,5318,5318,838,15.8,51,85,321100
"Census Tract 3212.01, Hanover County, Virginia",51085321201,4607,4598,573,12.5,51,85,321201
"Census Tract 3212.02, Hanover County, Virginia",51085321202,4234,4234,589,13.9,51,85,321202
"Census Tract 3213, Hanover County, Virginia",51085321300,6588,6588,440,6.7,51,85,321300
"Census Tract 3214.01, Hanover County, Virginia",51085321401,2828,2826,226,8.0,51,85,321401
"Census Tract 3214.02, Hanover County, Virginia",51085321402,3474,3474,411,11.8,51,85,321402
"Census Tract 3214.03, Hanover County, Virginia",51085321403,3043,3043,447,14.7,51,85,321403
"Census Tract 2001.06, Henrico County, Virginia",51087200106,4933,4933,832,16.9,51,87,200106
"Census Tract 2001.08, Henrico County, Virginia",51087200108,2879,2867,108,3.8,51,87,200108
"Census Tract 2001.09, Henrico County, Virginia",51087200109,3777,3777,144,3.8,51,87,200109
"Census Tract 2001.22, Henrico County, Virginia",51087200122,4604,4604,315,6.8,51,87,200122
"Census Tract 2001.23, Henrico County, Virginia",51087200123,3304,3304,406,12.3,51,87,200123
"Census Tract 2001.24, Henrico County, Virginia",51087200124,5189,5033,604,12.0,51,87,200124
"Census Tract 2001.25, Henrico County, Virginia",51087200125,3963,3963,356,9.0,51,87,200125
"Census Tract 2001.26, Henrico County, Virginia",51087200126,3323,3323,368,11.1,51,87,200126
"Census Tract 2001.27, Henrico County, Virginia",51087200127,6107,6053,697,11.5,51,87,200127
"Census Tract 2001.31, Henrico County, Virginia",51087200131,1922,1922,185,9.6,51,87,200131
"Census Tract 2001.32, Henrico County, Virginia",51087200132,4133,4129,420,10.2,51,87,200132
"Census Tract 2001.33, Henrico County, Virginia",51087200133,2670,2670,338,12.7,51,87,200133
"Census Tract 2001.34, Henrico County, Virginia",51087200134,5185,5185,777,15.0,51,87,200134
"Census Tract 2001.35, Henrico County, Virginia",51087200135,2103,2103,272,12.9,51,87,200135
"Census Tract 2001.36, Henrico County, Virginia",51087200136,3112,2958,637,21.5,51,87,200136
"Census Tract 2001.37, Henrico County, Virginia",51087200137,1907,1861,259,13.9,51,87,200137
"Census Tract 2001.38, Henrico County, Virginia",51087200138,4530,4530,391,8.6,51,87,200138
"Census Tract 2001.39, Henrico County, Virginia",51087200139,4089,4089,513,12.5,51,87,200139
"Census Tract 2001.40, Henrico County, Virginia",51087200140,4263,4099,318,7.8,51,87,200140
"Census Tract 2001.41, Henrico County, Virginia",51087200141,2794,2794,175,6.3,51,87,200141
"Census Tract 2001.42, Henrico County, Virginia",51087200142,4110,4110,155,3.8,51,87,200142
"Census Tract 2001.43, Henrico County, Virginia",51087200143,2182,2182,79,3.6,51,87,200143
"Census Tract 2001.44, Henrico County, Virginia",51087200144,3384,3373,148,4.4,51,87,200144
"Census Tract 2001.45, Henrico County, Virginia",51087200145,4941,4941,456,9.2,51,87,200145
"Census Tract 2001.46, Henrico County, Virginia",51087200146,2875,2875,55,1.9,51,87,200146
"Census Tract 2001.47, Henrico County, Virginia",51087200147,7825,7825,132,1.7,51,87,200147
"Census Tract 2001.48, Henrico County, Virginia",51087200148,4611,4611,171,3.7,51,87,200148
"Census Tract 2001.49, Henrico County, Virginia",51087200149,4860,4860,244,5.0,51,87,200149
"Census Tract 2001.50, Henrico County, Virginia",51087200150,4287,4287,173,4.0,51,87,200150
"Census Tract 2001.51, Henrico County, Virginia",51087200151,5997,5990,411,6.9,51,87,200151
"Census Tract 2001.52, Henrico County, Virginia",51087200152,2768,2768,319,11.5,51,87,200152
"Census Tract 2001.53, Henrico County, Virginia",51087200153,4304,4304,238,5.5,51,87,200153
"Census Tract 2002.01, Henrico County, Virginia",51087200201,2807,2807,172,6.1,51,87,200201
"Census Tract 2002.02, Henrico County, Virginia",51087200202,4052,4052,327,8.1,51,87,200202
"Census Tract 2003.01, Henrico County, Virginia",51087200301,1753,1671,331,19.8,51,87,200301
"Census Tract 2003.02, Henrico County, Virginia",51087200302,3289,3275,331,10.1,51,87,200302
"Census Tract 2003.03, Henrico County, Virginia",51087200303,3119,3113,263,8.4,51,87,200303
"Census Tract 2003.05, Henrico County, Virginia",51087200305,4832,4825,578,12.0,51,87,200305
"Census Tract 2004.04, Henrico County, Virginia",51087200404,2728,2714,176,6.5,51,87,200404
"Census Tract 2004.07, Henrico County, Virginia",51087200407,5885,5861,746,12.7,51,87,200407
"Census Tract 2004.09, Henrico County, Virginia",51087200409,3222,2396,265,11.1,51,87,200409
"Census Tract 2004.11, Henrico County, Virginia",51087200411,5042,5042,776,15.4,51,87,200411
"Census Tract 2004.12, Henrico County, Virginia",51087200412,2029,2029,293,14.4,51,87,200412
"Census Tract 2004.13, Henrico County, Virginia",51087200413,4384,4384,544,12.4,51,87,200413
"Census Tract 2004.14, Henrico County, Virginia",51087200414,6189,6189,357,5.8,51,87,200414
"Census Tract 2004.15, Henrico County, Virginia",51087200415,5230,5230,303,5.8,51,87,200415
"Census Tract 2004.16, Henrico County, Virginia",51087200416,5965,5826,527,9.0,51,87,200416
"Census Tract 2004.17, Henrico County, Virginia",51087200417,2134,2134,397,18.6,51,87,200417
"Census Tract 2004.18, Henrico County, Virginia",51087200418,3385,3340,362,10.8,51,87,200418
"Census Tract 2005.01, Henrico County, Virginia",51087200501,2053,2053,375,18.3,51,87,200501
"Census Tract 2005.02, Henrico County, Virginia",51087200502,2075,2057,366,17.8,51,87,200502
"Census Tract 2005.03, Henrico County, Virginia",51087200503,4412,4336,636,14.7,51,87,200503
"Census Tract 2006, Henrico County, Virginia",51087200600,5134,4997,552,11.0,51,87,200600
"Census Tract 2007, Henrico County, Virginia",51087200700,3629,3484,856,24.6,51,87,200700
"Census Tract 2008.01, Henrico County, Virginia",51087200801,3172,3172,479,15.1,51,87,200801
"Census Tract 2008.02, Henrico County, Virginia",51087200802,1754,1736,225,13.0,51,87,200802
"Census Tract 2008.05, Henrico County, Virginia",51087200805,4428,4428,431,9.7,51,87,200805
"Census Tract 2008.06, Henrico County, Virginia",51087200806,2311,2291,416,18.2,51,87,200806
"Census Tract 2008.07, Henrico County, Virginia",51087200807,4545,4505,155,3.4,51,87,200807
"Census Tract 2009.04, Henrico County, Virginia",51087200904,6128,6123,886,14.5,51,87,200904
"Census Tract 2009.05, Henrico County, Virginia",51087200905,5224,5205,350,6.7,51,87,200905
"Census Tract 2009.06, Henrico County, Virginia",51087200906,4359,4359,347,8.0,51,87,200906
"Census Tract 2009.07, Henrico County, Virginia",51087200907,4163,4158,425,10.2,51,87,200907
"Census Tract 2009.08, Henrico County, Virginia",51087200908,2827,2822,167,5.9,51,87,200908
"Census Tract 2010.01, Henrico County, Virginia",51087201001,6530,6522,806,12.4,51,87,201001
"Census Tract 2010.02, Henrico County, Virginia",51087201002,3352,3352,352,10.5,51,87,201002
"Census Tract 2010.03, Henrico County, Virginia",51087201003,6787,6772,1261,18.6,51,87,201003
"Census Tract 2011.02, Henrico County, Virginia",51087201102,4484,4484,1104,24.6,51,87,201102
"Census Tract 2011.03, Henrico County, Virginia",51087201103,3329,3329,546,16.4,51,87,201103
"Census Tract 2011.04, Henrico County, Virginia",51087201104,3179,3004,841,28.0,51,87,201104
"Census Tract 2012.03, Henrico County, Virginia",51087201203,2461,2461,300,12.2,51,87,201203
"Census Tract 2012.04, Henrico County, Virginia",51087201204,3605,3605,947,26.3,51,87,201204
"Census Tract 2012.05, Henrico County, Virginia",51087201205,3449,3449,447,13.0,51,87,201205
"Census Tract 2012.06, Henrico County, Virginia",51087201206,2615,2611,682,26.1,51,87,201206
"Census Tract 2014.03, Henrico County, Virginia",51087201403,5546,5450,949,17.4,51,87,201403
"Census Tract 2014.04, Henrico County, Virginia",51087201404,4569,4569,563,12.3,51,87,201404
"Census Tract 2014.05, Henrico County, Virginia",51087201405,2379,2379,775,32.6,51,87,201405
"Census Tract 2014.06, Henrico County, Virginia",51087201406,3708,3708,616,16.6,51,87,201406
"Census Tract 2015.02, Henrico County, Virginia",51087201502,5515,5502,405,7.4,51,87,201502
"Census Tract 2015.03, Henrico County, Virginia",51087201503,5311,5311,615,11.6,51,87,201503
"Census Tract 2015.04, Henrico County, Virginia",51087201504,3813,3813,766,20.1,51,87,201504
